temp_bkrm_space_dept_clas.bkrm_loc_item_oh_d,temp_bkrm_space_dept_clas.co_loc_ref_i,temp_bkrm_space_dept_clas.dept,temp_bkrm_space_dept_clas.class,temp_bkrm_space_dept_clas.cubic_vol
9/1/18,1375,204,6,75059.17527
9/2/18,1375,204,6,75059.17527
9/3/18,1375,204,6,75059.17527
9/4/18,1375,204,6,75059.17527
9/5/18,1375,204,6,75059.17527
9/6/18,1375,204,6,75059.17527
9/7/18,1375,204,6,49779.81879
9/8/18,1375,204,6,51567.72079
9/9/18,1375,204,6,51567.72079
9/10/18,1375,204,6,50107.12879
9/11/18,1375,204,6,50107.12879
9/12/18,1375,204,6,50107.12879
9/13/18,1375,204,6,53489.62879
9/14/18,1375,204,6,52883.25379
9/15/18,1375,204,6,52883.25379
9/16/18,1375,204,6,52883.25379
9/17/18,1375,204,6,52883.25379
9/18/18,1375,204,6,52883.25379
9/19/18,1375,204,6,57116.85379
9/20/18,1375,204,6,54579.32279
9/21/18,1375,204,6,47599.02079
9/22/18,1375,204,6,47599.02079
9/23/18,1375,204,6,47599.02079
9/24/18,1375,204,6,44216.52079
9/25/18,1375,204,6,52721.52079
9/26/18,1375,204,6,52680.80079
9/27/18,1375,204,6,52039.55079
9/28/18,1375,204,6,52117.75079
9/29/18,1375,204,6,45839.64161
9/30/18,1375,204,6,49002.32309
10/1/18,1375,204,6,49002.32309
10/2/18,1375,204,6,49002.32309
10/3/18,1375,204,6,50050.03984
10/4/18,1375,204,6,65452.82132
10/5/18,1375,204,6,66025.2404
10/6/18,1375,204,6,66356.4904
10/7/18,1375,204,6,66356.4904
10/8/18,1375,204,6,66148.18372
10/9/18,1375,204,6,62990.05872
10/10/18,1375,204,6,66753.18372
10/11/18,1375,204,6,62519.58372
10/12/18,1375,204,6,62519.58372
10/13/18,1375,204,6,64316.74518
10/14/18,1375,204,6,64084.51521
10/15/18,1375,204,6,64084.51521
10/16/18,1375,204,6,57280.51521
10/17/18,1375,204,6,60936.28524
10/18/18,1375,204,6,61653.41024
10/19/18,1375,204,6,61101.66524
10/20/18,1375,204,6,64017.96524
10/21/18,1375,204,6,57667.56524
10/22/18,1375,204,6,57667.56524
10/23/18,1375,204,6,57667.56524
10/24/18,1375,204,6,70591.34124
10/25/18,1375,204,6,70962.59124
10/26/18,1375,204,6,70102.72056
10/27/18,1375,204,6,71427.89332
10/28/18,1375,204,6,71427.89332
10/29/18,1375,204,6,71427.89332
10/30/18,1375,204,6,71427.89332
10/31/18,1375,204,6,70887.89332
11/1/18,1375,204,6,76539.14332
11/2/18,1375,204,6,73879.89332
11/3/18,1375,204,6,78110.39332
11/4/18,1375,204,6,78852.89332
11/5/18,1375,204,6,77337.64332
11/6/18,1375,204,6,77546.04957
11/7/18,1375,204,6,76030.79957
11/8/18,1375,204,6,76030.79957
11/9/18,1375,204,6,76030.79957
11/10/18,1375,204,6,75878.79957
11/11/18,1375,204,6,75878.79957
11/12/18,1375,204,6,81875.95641
11/13/18,1375,204,6,81875.95641
11/14/18,1375,204,6,81875.95641
11/15/18,1375,204,6,77987.95641
11/16/18,1375,204,6,77987.95641
11/17/18,1375,204,6,88816.57365
11/18/18,1375,204,6,73062.07365
11/19/18,1375,204,6,76046.10965
11/20/18,1375,204,6,77969.85965
11/21/18,1375,204,6,81050.10165
11/22/18,1375,204,6,81374.10165
11/23/18,1375,204,6,75447.30005
11/24/18,1375,204,6,69206.62505
11/25/18,1375,204,6,66886.72229
11/26/18,1375,204,6,64005.44629
11/27/18,1375,204,6,66763.49629
11/28/18,1375,204,6,63505.77125
11/29/18,1375,204,6,65784.43377
11/30/18,1375,204,6,71096.13618
12/1/18,1375,204,6,96641.75879
12/2/18,1375,204,6,87579.88379
12/3/18,1375,204,6,81950.11583
12/4/18,1375,204,6,86238.78329
12/5/18,1375,204,6,82634.56429
12/6/18,1375,204,6,79698.79529
12/7/18,1375,204,6,71734.36725
12/8/18,1375,204,6,70516.7912
12/9/18,1375,204,6,61511.04616
12/10/18,1375,204,6,61511.04616
12/11/18,1375,204,6,78124.76592
12/12/18,1375,204,6,76125.71364
12/13/18,1375,204,6,86392.96815
12/14/18,1375,204,6,98487.39115
12/15/18,1375,204,6,106482.1607
12/16/18,1375,204,6,110211.5027
12/17/18,1375,204,6,101706.5027
12/18/18,1375,204,6,91656.82689
12/19/18,1375,204,6,92751.81261
12/20/18,1375,204,6,94853.87036
12/21/18,1375,204,6,108381.6864
12/22/18,1375,204,6,109461.6864
12/23/18,1375,204,6,97994.84918
12/24/18,1375,204,6,94549.79818
12/25/18,1375,204,6,91744.92478
12/26/18,1375,204,6,91744.92478
12/27/18,1375,204,6,90715.92478
12/28/18,1375,204,6,91357.17478
12/29/18,1375,204,6,91357.17478
12/30/18,1375,204,6,91686.14353
12/31/18,1375,204,6,91357.17478
1/1/19,1375,204,6,85031.61078
1/2/19,1375,204,6,84774.91278
1/3/19,1375,204,6,85416.16278
1/4/19,1375,204,6,63993.87474
1/5/19,1375,204,6,63993.87474
1/6/19,1375,204,6,64202.28099
1/7/19,1375,204,6,60423.12795
1/8/19,1375,204,6,58014.1369
1/9/19,1375,204,6,58202.70733
1/10/19,1375,204,6,53344.77085
1/11/19,1375,204,6,47019.20685
1/12/19,1375,204,6,52414.77085
1/13/19,1375,204,6,48603.77005
1/14/19,1375,204,6,48603.77005
1/15/19,1375,204,6,46043.77005
1/16/19,1375,204,6,49823.54821
1/17/19,1375,204,6,49283.54821
1/18/19,1375,204,6,47558.30765
1/19/19,1375,204,6,46917.05765
1/20/19,1375,204,6,46917.05765
1/21/19,1375,204,6,40591.49365
1/22/19,1375,204,6,46917.05765
1/23/19,1375,204,6,46917.05765
1/24/19,1375,204,6,53682.05765
1/25/19,1375,204,6,58851.81665
1/26/19,1375,204,6,58851.81665
1/27/19,1375,204,6,58851.81665
1/28/19,1375,204,6,58294.94165
1/29/19,1375,204,6,57719.02451
1/30/19,1375,204,6,57719.02451
1/31/19,1375,204,6,57719.02451
2/1/19,1375,204,6,57719.02451
2/2/19,1375,204,6,57719.02451
2/3/19,1375,204,6,57719.02451
2/4/19,1375,204,6,57719.02451
2/5/19,1375,204,6,57567.02451
2/6/19,1375,204,6,57567.02451
2/7/19,1375,204,6,57985.65649
2/8/19,1375,204,6,57985.65649
2/9/19,1375,204,6,57985.65649
2/10/19,1375,204,6,57985.65649
2/11/19,1375,204,6,57985.65649
2/12/19,1375,204,6,59359.78873
2/13/19,1375,204,6,59359.78873
2/14/19,1375,204,6,60607.81243
2/15/19,1375,204,6,60341.18045
2/16/19,1375,204,6,60189.18045
2/17/19,1375,204,6,66587.66045
2/18/19,1375,204,6,66587.66045
2/19/19,1375,204,6,66587.66045
2/20/19,1375,204,6,63185.66045
2/21/19,1375,204,6,62519.30969
2/22/19,1375,204,6,62519.30969
2/23/19,1375,204,6,61271.28599
2/24/19,1375,204,6,60805.49675
2/25/19,1375,204,6,60628.85675
2/26/19,1375,204,6,60805.49675
2/27/19,1375,204,6,62641.35275
2/28/19,1375,204,6,65099.92425
3/1/19,1375,204,6,66053.25225
3/2/19,1375,204,6,64861.88025
3/3/19,1375,204,6,64861.88025
3/4/19,1375,204,6,62941.88025
3/5/19,1375,204,6,63030.94275
3/6/19,1375,204,6,63030.94275
3/7/19,1375,204,6,64841.193
3/8/19,1375,204,6,64445.65125
3/9/19,1375,204,6,63960.83925
3/10/19,1375,204,6,62831.54325
3/11/19,1375,204,6,62831.54325
3/12/19,1375,204,6,61625.19249
3/13/19,1375,204,6,61996.44249
3/14/19,1375,204,6,63338.40649
3/15/19,1375,204,6,62073.51049
3/16/19,1375,204,6,62073.51049
3/17/19,1375,204,6,62073.51049
3/18/19,1375,204,6,62073.51049
3/19/19,1375,204,6,62073.51049
3/20/19,1375,204,6,58233.51049
3/22/19,1375,204,6,59513.51049
3/27/19,1375,204,6,58759.11049
3/28/19,1375,204,6,58092.75973
3/29/19,1375,204,6,59361.00973
3/30/19,1375,204,6,59361.00973
3/31/19,1375,204,6,59361.00973
4/1/19,1375,204,6,59361.00973
4/2/19,1375,204,6,59361.00973
4/3/19,1375,204,6,59361.00973
4/4/19,1375,204,6,59361.00973
4/5/19,1375,204,6,59057.00973
4/6/19,1375,204,6,54095.81313
4/7/19,1375,204,6,54095.81313
4/8/19,1375,204,6,45193.38513
4/9/19,1375,204,6,49216.38513
4/10/19,1375,204,6,49216.38513
4/11/19,1375,204,6,49216.38513
4/12/19,1375,204,6,49216.38513
4/13/19,1375,204,6,49216.38513
4/14/19,1375,204,6,49216.38513
4/15/19,1375,204,6,49216.38513
4/16/19,1375,204,6,49216.38513
4/17/19,1375,204,6,49216.38513
4/18/19,1375,204,6,52182.43075
4/19/19,1375,204,6,52182.43075
4/20/19,1375,204,6,51326.46675
4/21/19,1375,204,6,53274.30323
4/22/19,1375,204,6,52304.67923
4/23/19,1375,204,6,59069.67923
4/24/19,1375,204,6,59069.67923
4/25/19,1375,204,6,61149.07123
4/26/19,1375,204,6,59209.82323
4/27/19,1375,204,6,59209.82323
4/28/19,1375,204,6,59209.82323
4/29/19,1375,204,6,59209.82323
4/30/19,1375,204,6,59209.82323
5/1/19,1375,204,6,59209.82323
5/2/19,1375,204,6,60979.63573
5/3/19,1375,204,6,60979.63573
5/4/19,1375,204,6,60979.63573
5/5/19,1375,204,6,60979.63573
5/6/19,1375,204,6,60979.63573
5/7/19,1375,204,6,60979.63573
5/8/19,1375,204,6,60979.63573
5/9/19,1375,204,6,60401.7737
5/10/19,1375,204,6,60401.7737
5/11/19,1375,204,6,60401.7737
5/12/19,1375,204,6,60401.7737
5/13/19,1375,204,6,60401.7737
5/14/19,1375,204,6,60401.7737
5/15/19,1375,204,6,60401.7737
5/16/19,1375,204,6,60401.7737
5/17/19,1375,204,6,60401.7737
5/18/19,1375,204,6,60401.7737
5/19/19,1375,204,6,60401.7737
5/20/19,1375,204,6,61698.1427
5/21/19,1375,204,6,61698.1427
5/22/19,1375,204,6,62979.76916
5/23/19,1375,204,6,62979.76916
5/24/19,1375,204,6,62979.76916
5/25/19,1375,204,6,62979.76916
5/26/19,1375,204,6,62979.76916
5/27/19,1375,204,6,60176.86016
5/28/19,1375,204,6,60176.86016
5/29/19,1375,204,6,65078.97116
5/30/19,1375,204,6,65078.97116
5/31/19,1375,204,6,64020.57116
6/1/19,1375,204,6,68749.16926
6/2/19,1375,204,6,94238.7283
6/3/19,1375,204,6,94998.8811
6/4/19,1375,204,6,75625.08056
6/5/19,1375,204,6,78528.21756
6/6/19,1375,204,6,79492.71756
6/7/19,1375,204,6,79399.90506
6/8/19,1375,204,6,78820.1269
6/9/19,1375,204,6,78820.1269
6/10/19,1375,204,6,73696.9939
6/11/19,1375,204,6,80527.4801
6/12/19,1375,204,6,74831.2301
6/13/19,1375,204,6,70759.0271
6/14/19,1375,204,6,76374.5339
6/15/19,1375,204,6,79245.5339
6/16/19,1375,204,6,86225.8359
6/17/19,1375,204,6,86225.8359
6/18/19,1375,204,6,86225.8359
6/19/19,1375,204,6,86225.8359
6/20/19,1375,204,6,86225.8359
6/21/19,1375,204,6,86225.8359
6/22/19,1375,204,6,88721.8833
6/23/19,1375,204,6,88721.8833
6/24/19,1375,204,6,88721.8833
6/25/19,1375,204,6,84931.45182
6/26/19,1375,204,6,88481.25182
6/27/19,1375,204,6,88481.25182
6/28/19,1375,204,6,81716.25182
6/29/19,1375,204,6,81716.25182
6/30/19,1375,204,6,81716.25182
7/1/19,1375,204,6,81716.25182
7/2/19,1375,204,6,82794.25382
7/3/19,1375,204,6,82794.25382
7/4/19,1375,204,6,60314.69882
7/5/19,1375,204,6,60314.69882
7/6/19,1375,204,6,56932.19882
7/7/19,1375,204,6,56265.84806
7/8/19,1375,204,6,56265.84806
7/9/19,1375,204,6,63030.84806
7/10/19,1375,204,6,63030.84806
7/11/19,1375,204,6,49765.46086
7/12/19,1375,204,6,51043.31686
7/13/19,1375,204,6,53999.06086
7/14/19,1375,204,6,53999.06086
7/15/19,1375,204,6,53999.06086
7/16/19,1375,204,6,53999.06086
7/17/19,1375,204,6,53999.06086
7/18/19,1375,204,6,61848.72382
7/19/19,1375,204,6,61996.79102
7/20/19,1375,204,6,60928.04102
7/21/19,1375,204,6,61849.44102
7/22/19,1375,204,6,61849.44102
7/23/19,1375,204,6,61976.01602
7/24/19,1375,204,6,60695.51602
7/25/19,1375,204,6,60695.51602
7/26/19,1375,204,6,60695.51602
7/27/19,1375,204,6,60755.25352
7/28/19,1375,204,6,60755.25352
7/29/19,1375,204,6,60755.25352
7/30/19,1375,204,6,59557.82152
7/31/19,1375,204,6,59557.82152
8/1/19,1375,204,6,66626.75179
8/2/19,1375,204,6,64480.53304
8/3/19,1375,204,6,63324.31204
8/4/19,1375,204,6,63324.31204
8/5/19,1375,204,6,69001.87804
8/6/19,1375,204,6,68575.92604
8/7/19,1375,204,6,68575.92604
8/8/19,1375,204,6,126158.604
8/9/19,1375,204,6,126158.604
8/10/19,1375,204,6,126158.604
8/11/19,1375,204,6,126158.604
8/12/19,1375,204,6,126158.604
8/13/19,1375,204,6,126158.604
8/14/19,1375,204,6,122085.6806
8/15/19,1375,204,6,117651.6956
8/16/19,1375,204,6,118358.5679
8/17/19,1375,204,6,118358.5679
8/18/19,1375,204,6,119819.1599
8/19/19,1375,204,6,113054.1599
8/20/19,1375,204,6,113054.1599
8/21/19,1375,204,6,113054.1599
8/22/19,1375,204,6,113054.1599
8/23/19,1375,204,6,113711.0741
8/24/19,1375,204,6,113711.0741
8/25/19,1375,204,6,117093.5741
8/26/19,1375,204,6,32617.28224
8/27/19,1375,204,6,32617.28224
8/28/19,1375,204,6,32929.28224
8/29/19,1375,204,6,32929.28224
8/30/19,1375,204,6,30081.15724
8/31/19,1375,204,6,33463.65724
9/1/19,1375,204,6,33463.65724
9/2/19,1375,204,6,33463.65724
9/3/19,1375,204,6,36311.78224
9/4/19,1375,204,6,39587.13685
9/5/19,1375,204,6,38613.71424
9/6/19,1375,204,6,38613.71424
9/7/19,1375,204,6,48332.49929
9/8/19,1375,204,6,51827.34281
9/9/19,1375,204,6,51827.34281
9/10/19,1375,204,6,51827.34281
9/11/19,1375,204,6,49176.78881
9/12/19,1375,204,6,51145.52481
9/13/19,1375,204,6,52466.84481
9/14/19,1375,204,6,52466.84481
9/15/19,1375,204,6,104933.6896
